0 0
0 -10.86
0.00131 -8.46
0.00284 5.14
0.00357 -4.46
0.00431 8.34
0.00545 -2.06
0.00613 -1.26
0.00677 6.74
0.00771 -14.86
0.0089 -14.86
0.00948 -11.66
0.01003 -12.46
0.01055 -6.86
0.01098 -8.46
0.0115 -6.86
0.01188 -38.06
0.01226 -25.26
0.0126 -39.66
0.01292 -3.66
0.01324 -48.46
0.01354 -18.03
0.01384 -15.63
0.01413 -17.23
0.01443 -56.43
0.01473 -34.03
0.01502 -46.03
0.01531 -38.83
0.01559 -61.23
0.01588 -84.43
0.01616 -77.23
0.01654 -93.23
0.01683 -98.83
0.01711 -99.63
0.01739 -92.43
0.01767 -89.23
0.01795 -123.63
0.01823 -122.03
0.0185 -112.43
0.01876 -105.23
0.01903 -118.03
0.01926 -116.43
0.01953 -106.03
0.01977 -104.43
0.02 -95.63
0.02024 -115.63
0.02047 -117.23
0.02084 -102.83
0.02113 -102.03
0.02134 -111.63
0.02155 -114.03
0.02176 -97.23
0.02196 -110.03
0.02217 -105.23
0.02237 -106.03
0.02257 -97.23
0.02277 -97.23
0.02297 -102.83
0.02317 -102.83
0.02337 -104.43
0.02357 -100.43
0.02377 -100.43
0.02397 -115.63
0.02417 -102.83
0.02437 -103.63
0.02458 -101.23
0.02479 -95.63
0.025 -102.83
0.02522 -110.03
0.02545 -98.83
0.02567 -88.43
0.0259 -99.63
0.02614 -110.83
0.02637 -99.63
0.02662 -92.43
0.02688 -86.83
0.02713 -90.83
0.0274 -90.83
0.02768 -95.63
0.02795 -86.83
0.02825 -93.23
0.02855 -84.43
0.02885 -75.63
0.02917 -70.03
0.02948 -68.43
0.02981 -81.23
0.03014 -77.23
0.03047 -79.63
0.03081 -76.43
0.03116 -54.03
0.03151 -70.83
0.03186 -67.63
0.03222 -73.23
0.03257 -70.83
0.03294 -78.03
0.03329 -76.43
0.03367 -75.63
0.03405 -68.43
0.03445 -74.03
0.0348 -77.23
0.03518 -85.23
0.03556 -70.03
0.03594 -84.43
0.03633 -67.63
0.03711 -70.03
0.0375 -66.03
0.03789 -65.23
0.03829 -58.83
0.03868 -73.23
0.03908 -65.23
0.03948 -78.03
0.03988 -76.43
0.04028 -82.83
0.04109 -63.63
0.04149 -68.43
0.0419 -68.43
0.04231 -72.43
0.04271 -75.63
0.04353 -73.23
0.04601 -67.63
0.04643 -68.43
0.04685 -78.83
0.04768 -53.23
0.0481 -49.23
0.04852 -54.83
0.04894 -46.83
0.04936 -69.23
0.0502 -69.23
0.05062 -64.43
0.05104 -65.23
0.05147 -66.83
0.05189 -69.23
0.05231 -74.83
0.05274 -71.63
0.05316 -70.03
0.05359 -62.03
0.05415 -62.03
0.0543 -59.63
0.05437 -30.83
0.05479 -42.03
0.05522 -52.43
0.05565 -50.83
0.05607 -58.03
0.0565 -37.23
0.05693 -64.43
0.05736 -62.83
0.05779 -61.23
0.05821 -82.03
0.05864 -81.23
0.05907 -74.03
0.0595 -66.83
0.05993 -81.23
0.06036 -75.63
0.06079 -68.43
0.06122 -78.03
0.06208 -76.43
0.06294 -81.23
0.06337 -74.83
0.0638 -71.63
0.06423 -78.83
0.06466 -74.83
0.06509 -70.83
0.06552 -72.43
0.06596 -78.83
0.06639 -74.03
0.06683 -63.63
0.06777 -76.43
0.06821 -73.23
0.06866 -64.43
0.0691 -62.03
0.06955 -58.83
0.07002 -62.03
0.07049 -63.63
0.07119 -66.03
0.07177 -52.43
0.07236 -40.43
0.07305 -42.03
0.07377 -46.83
0.07449 -56.43
0.07525 -53.23
0.07601 -40.43
0.07678 -43.63
0.07757 -39.63
0.07836 -36.43
0.07915 -30.03
0.07995 -28.43
0.08076 -29.23
0.08156 -25.23
0.08237 -21.23
0.08319 -28.43
0.084 -28.43
0.08482 -39.63
0.08564 -35.63
0.08646 -49.23
0.08729 -51.63
0.08812 -54.83
0.08895 -60.43
0.0898 -44.43
0.09064 -54.03
0.0915 -52.43
0.09266 -35.63
0.09354 -33.23
0.09446 -30.83
0.09537 -41.23
0.0963 -36.43
0.09725 -28.43
0.0982 -26.83
0.09916 -29.23
0.10012 -30.03
0.10108 -31.63
0.10201 -24.43
0.10295 -39.63
0.10388 -45.23
0.10489 -42.03
0.10576 -42.83
0.10661 -37.23
0.10793 -67.63
0.10846 -49.23
0.10923 -53.23
0.11024 -57.23
0.111 -55.63
0.11177 -26.83
0.11253 -26.83
0.11358 -24.43
0.1144 -7.63
0.1155 -2.83
0.11642 -26.03
0.11734 -14.06
0.11861 -2.86
0.11961 1.14
0.12061 -7.66
0.122 -3.66
0.12305 4.34
0.1241 -17.26
0.12552 -2.86
0.12658 1.94
0.12761 -6.06
0.12896 -16.46
0.12995 -12.46
0.13081 -58.06
0.13196 -44.43
0.13275 -26.03
0.13347 -64.43
0.13454 -82.82
0.13769 -96.42
